contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,expiration,daysToExpiration,T,midPrice,S,r,moneyness
AMZN251205P00230000,2025-11-26 20:15:20+00:00,230.0,4.38,4.3,4.4,-0.26999998,-5.8064513,3846.0,3290,0.3117239516225937,True,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,4.35,229.57000732421875,0.03752999782562256,0.9981304666270381
AMZN251205P00232500,2025-11-26 20:16:34+00:00,232.5,5.75,5.7,5.85,-0.19999981,-3.3613415,1395.0,411,0.31282580017005585,True,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,5.775,229.57000732421875,0.03752999782562256,0.9873978809643817
AMZN251205P00235000,2025-11-26 20:15:17+00:00,235.0,7.4,7.35,7.5,-0.049999714,-0.6711371,412.0,2005,0.31432712349958236,True,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,7.425,229.57000732421875,0.03752999782562256,0.9768936481881649
AMZN251205P00237500,2025-11-26 20:12:22+00:00,237.5,9.35,9.2,9.35,-0.15999985,-1.6824379,197.0,174,0.3162084740710022,True,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,9.274999999999999,229.57000732421875,0.03752999782562256,0.9666105571546053
AMZN251205P00240000,2025-11-26 20:04:10+00:00,240.0,11.49,11.2,11.4,0.28999996,2.5892854,128.0,1647,0.3191709565163493,True,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,11.3,229.57000732421875,0.03752999782562256,0.9565416971842448
AMZN251205P00242500,2025-11-26 18:09:14+00:00,242.5,12.95,13.4,13.55,0.05000019,0.3875984,33.0,74,0.3248239018490004,True,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,13.475000000000001,229.57000732421875,0.03752999782562256,0.9466804425740979
AMZN251205P00245000,2025-11-26 19:35:14+00:00,245.0,15.66,15.65,15.85,0.26000023,1.6883132,70.0,1389,0.3317680621491536,True,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,15.75,229.57000732421875,0.03752999782562256,0.9370204380580357
AMZN251205P00247500,2025-11-26 20:13:42+00:00,247.5,18.15,17.2,18.95,0.29999924,1.680668,24.0,37,0.3354486945336287,True,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,18.075,229.57000732421875,0.03752999782562256,0.9275555851483586
AMZN251205P00250000,2025-11-26 17:35:34+00:00,250.0,19.46,20.4,20.65,-0.9900017,-4.841084,60.0,539,0.3581901527080519,True,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,20.525,229.57000732421875,0.03752999782562256,0.918280029296875
AMZN251205P00255000,2025-11-26 15:16:08+00:00,255.0,24.6,25.35,25.6,-3.8999996,-13.68421,2.0,20,0.40918818393726025,True,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,25.475,229.57000732421875,0.03752999782562256,0.9002745385263481
AMZN251205P00257500,2025-11-21 16:18:48+00:00,257.5,41.0,27.9,28.1,0.0,0.0,5.0,1,0.4480609962549546,True,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,28.0,229.57000732421875,0.03752999782562256,0.8915340090260923
AMZN251205P00260000,2025-11-25 18:14:58+00:00,260.0,30.8,30.35,30.6,0.0,0.0,62.0,0,0.4706582289542828,True,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,30.475,229.57000732421875,0.03752999782562256,0.8829615666316106
AMZN251205P00275000,2025-11-07 17:54:36+00:00,275.0,35.7,45.35,45.6,0.0,0.0,9.0,0,0.6425258070411771,True,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,45.475,229.57000732421875,0.03752999782562256,0.8348000266335227
AMZN251212C00180000,2025-11-25 18:52:06+00:00,180.0,50.77,49.9,50.15,0.0,0.0,2.0,17,0.58799400667575,True,REGULAR,USD,call,2025-12-12,15,0.0410958904109589,50.025,229.57000732421875,0.03752999782562256,1.275388929578993
AMZN251212C00185000,2025-11-26 18:55:36+00:00,185.0,45.02,44.95,45.2,7.25,19.195127,1.0,5,0.5489338980852294,True,REGULAR,USD,call,2025-12-12,15,0.0410958904109589,45.075,229.57000732421875,0.03752999782562256,1.2409189585092906
